"cmc","description","numOfColors","numOfReprints","power","rarity","toughness","keywords","releaseDate","price"
"5","at the beginning of your upkeep you may return target enchantment card from your graveyard to the battlefield. as long as you control five or more enchantments each other non- aura enchantment you control is a creature in addition to its other types and has base power and base toughness each equal to its converted mana cost.","1","1","0","18","0","[]","735692","2.67"
"4","target creature you control gets +2/+2 until end of turn. it fights target creature an opponent controls.","1","1","0","1","0","[]","735692","0.18"
"5","flying whenever a creature dealt damage by this this turn dies put a +1/+1 counter on this.","1","20","4.0","5","4.0","[u'Flying']","735692","0.41"
"4","haste when this enters the battlefield you may have it deal damage to target creature equal to the number of artifacts you control.","2","1","2.0","5","3.0","[u'Haste']","735692","0.21"
"2","enchant creature enchanted creature gets +3/+2 and has trample. at the beginning of each upkeep if a player cast two or more spells last turn sacrifice this.","1","1","0","5","0","[u'Trample']","735692","0.21"
"3","whenever you cast a red spell untap this. : this deals 1 damage to target player. if chandra has dealt 3 or more damage this turn exile her then return her to the battlefield transformed under her owner's control.","1","1","2.0","18","2.0","[u'Transform']","735692","3.59"
"3","trample whenever a player casts a spell put a +1/+1 counter on this.","1","1","1.0","14","1.0","[u'Trample']","735692","1.24"
"3","whenever you draw a card target opponent puts the top two cards of his or her library into his or her graveyard. if they're both nonland cards that share a color repeat this process. : draw a card then discard a card.","1","1","0","5","0","[]","735692","1.55"
"2","return target nonland permanent to its owner's hand.","1","5","0","1","0","[]","735692","0.18"
"4","enchant creature enchanted creature gets +2/+2 and has flying and "" sacrifice two other creatures: regenerate this creature.""","1","1","0","5","0","[u'Flying']","735692","0.21"
"4","flying when this enters the battlefield put a 1/1 colorless thopter artifact creature token with flying onto the battlefield.","1","1","1.0","1","2.0","[u'Flying']","735692","0.18"
"2","counter target noncreature spell.","1","13","0","1","0","[]","735692","0.21"
"2","enchantment spells you cast cost less to cast. whenever you cast an enchantment spell you gain 1 life.","1","1","2.0","14","2.0","[]","735692","0.40"
"6"," trample","1","3","8.0","14","8.0","[u'Trample']","735692","0.59"
"5","enchant creature when this enters the battlefield put a 2/2 white knight creature token with vigilance onto the battlefield. enchanted creature gets +2/+2 and has vigilance.","1","2","0","5","0","[u'Vigilance']","735692","0.20"
"2","scry 1.","1","2","0.0","5","3.0","[u'Scry']","735692","0.22"
"2","until end of turn if a creature would enter the battlefield and it wasn't cast exile it instead. draw a card.","1","1","0","14","0","[]","735692","1.09"
"1","","1","2","0.0","1","4.0","[]","735692","0.18"
"5","target creature you control deals damage equal to its power to each other creature and each opponent.","1","1","0","14","0","[]","735692","0.38"
"6","flying swamps you control.","1","18","4","14","4","[u'Flying']","735692","0.35"
"6","as an additional cost to cast this exile two creature cards from your graveyard. trample","1","2","6.0","5","9.0","[u'Trample']","735692","0.21"
"4","enchant nonland permanent enchanted permanent can't attack or block and its activated abilities can't be activated.","1","1","0","1","0","[]","735692","0.18"
"3","when this enters the battlefield target opponent loses life equal to the number of elves you control.","2","2","3.0","5","2.0","[]","735692","0.42"
"2","target player sacrifices an attacking or blocking creature.","1","3","0","1","0","[]","735692","0.18"
"3","name a creature card. search target opponent's graveyard hand and library for any number of cards with that name and exile them. then that player shuffles his or her library.","1","1","0","14","0","[]","735692","0.63"
"2","whenever a creature an opponent controls dies put a +1/+1 counter on this.","1","1","1.0","5","1.0","[]","735692","0.25"
"2","equipped creature gets +2/+0. whenever equipped creature attacks you may sacrifice this. if you do this deals 2 damage to target creature or player. equip","0","1","0","5","0","[]","735692","0.22"
"6","flying","1","16","5.0","14","6.0","[u'Flying']","735692","0.46"
"2","spell mastery — if there are two or more instant sorcery cards in your graveyard you may cast this as though it had flash. destroy target tapped creature.","1","1","0","5","0","[u'Flash']","735692","0.24"
"4","all creatures able to block this do so.","1","3","2.0","5","2.0","[]","735692","0.00"
"3","search your library for up to two basic forest cards reveal those cards and put one onto the battlefield tapped and the rest into your hand. then shuffle your library. spell mastery — if there are two or more instant sorcery cards in your graveyard search your library for up to three basic forest cards instead of two.","1","1","0","1","0","[]","735692","0.27"
"5","","1","2","2.0","1","6.0","[]","735692","0.18"
"4","when this enters the battlefield target player puts the top four cards of his or her library into his or her graveyard.","1","2","2.0","1","4.0","[]","735692","0.19"
"4","target opponent reveals his or her hand. you may choose a nonland card from it. if you do that player discards that card. if you don't that player discards two cards.","1","1","0","1","0","[]","735692","0.19"
"4","instant and sorcery spells you cast cost less to cast. whenever you cast an instant or sorcery spell scry 1.","1","1","0","14","0","[u'Scry']","735692","0.50"
"7","hastethis can't be the target of nongreen spells or abilities from nongreen sources.","1","2","8.0","14","5.0","[u'Haste']","735692","0.48"
"1","discard a land card: this deals 2 damage to target creature or player.","1","1","0","14","0","[]","735692","0.44"
"2","enchant creature enchanted creature gets +1/+1 and has "" whenever this creature attacks tap target creature defending player controls.""","1","1","0","1","0","[]","735692","0.19"
"2","whenever equipped creature attacks alone it gets +1/+1 until end of turn for each other creature you control. equip","0","1","0","5","0","[]","735692","0.22"
"4","whenever a creature you control becomes blocked it gets +1/+1 until end of turn. : target creature you control gains trample until end of turn.","1","1","3.0","5","2.0","[u'Trample']","735692","0.22"
"6","when this enters the battlefield you may search your library for a nonlegendary green creature card with converted mana cost 3 or less put it onto the battlefield then shuffle your library.","1","1","6.0","18","5.0","[]","735692","1.31"
"0","sacrifice this: search your library for a basic land card and put it onto the battlefield tapped. then shuffle your library.","0","20","0","1","0","[]","735692","0.19"
"4","flying at the beginning of your draw step draw an additional card. at the beginning of your end step discard your hand.","1","1","4.0","18","4.0","[u'Flying']","735692","0.75"
"4","reach other elf creatures you control get +1/+1. whenever this attacks you gain 1 life for each attacking elf you control.","1","1","3.0","14","4.0","[u'Reach']","735692","0.64"
"1","","1","2","1.0","1","1.0","[]","735692","0.18"
"3","flash when this enters the battlefield you may change a target of target spell or ability to this.","1","1","1.0","14","4.0","[u'Flash']","735692","0.32"
"4","flying when this enters the battlefield look at the top two cards of your library. put one of them into your hand and the other into your graveyard.","1","3","2.0","5","2.0","[u'Flying']","735692","0.22"
"3","if an opponent would gain life that player loses that much life instead.","1","1","0","14","0","[]","735692","0.78"
"4","haste renown 1","1","1","3.0","1","2.0","[u'Renown', u'Haste']","735692","0.18"
"5","flying when this enters the battlefield put a +1/+1 counter on each creature you control with a +1/+1 counter on it.","1","1","4.0","5","4.0","[u'Flying']","735692","0.22"
"5","destroy target creature. spell mastery — if there are two or more instant sorcery cards in your graveyard you gain 2 life.","1","1","0","1","0","[]","735692","0.18"
"5","whenever you cast an enchantment spell put a 4/4 white angel creature token with flying onto the battlefield.","1","4","0","14","0","[u'Flying']","735692","0.42"
"4","enchant creature enchanted creature gets -3/-2.","1","2","0","1","0","[]","735692","0.18"
"1","pay 1 life: add to your mana pool. spend this mana only to cast an elf creature spell. : target attacking elf you control gains deathtouch until end of turn.","2","1","1.0","5","1.0","[u'Deathtouch']","735692","0.25"
"2","when this enters the battlefield put the top two cards of your library into your graveyard.","1","4","2.0","1","1.0","[]","735692","0.18"
"3","equipped creature gets +2/+2 and has trample. equip","0","2","0","5","0","[u'Trample']","735692","0.21"
"3","flying noncreature spells cost more to cast.","1","1","2.0","14","1.0","[u'Flying']","735692","0.51"
"6","flying","1","22","5.0","14","5.0","[u'Flying']","735692","0.63"
"4","flying whenever this attacks it gets +1/+1 until end of turn.","1","2","2.0","1","2.0","[u'Flying']","735692","0.18"
"1","put target card from your graveyard on top of your library.","1","5","0","1","0","[]","735692","0.20"
"5","as long as it's your turn this gets +2/+0 and has first strike.","1","1","3.0","1","3.0","[u'First strike']","735692","0.19"
"5","you have hexproof. if a creature would deal damage to you prevent 1 of that damage.","0","1","0","14","0","[u'Hexproof']","735692","0.37"
"7","flying as this enters the battlefield each opponent reveals his or her hand. you choose the name of a nonland card revealed this way. your opponents can't cast spells with the chosen name .","1","1","5.0","14","5.0","[u'Flying']","735692","0.30"
"3","flying this can block only creatures with flying.","1","3","2.0","1","3.0","[u'Flying']","735692","0.18"
"4","","1","2","5.0","1","2.0","[]","735692","0.18"
"4","whenever a creature enters the battlefield under your control creatures you control get +1/+1 until end of turn.","1","1","0","5","0","[]","735692","0.24"
"3","renown 1 whenever this becomes blocked by a creature it deals 2 damage to that creature.","1","1","3.0","5","1.0","[u'Renown']","735692","0.21"
